Adjusted Rand Index Baseline Score of set1.csv: 0.2422
Adjusted Rand Index Baseline Score of set2.csv: 0.3335
Agglomerative Parameters - n_clusters: 2, Linkage: ward, File: set1.csv, ARI: 0.1261
Agglomerative Parameters - n_clusters: 78, Linkage: ward, File: set1.csv, ARI: 0.1372
Agglomerative Parameters - n_clusters: 78, Linkage: complete, File: set1.csv, ARI: 0.1631
Agglomerative Parameters - n_clusters: 78, Linkage: average, File: set1.csv, ARI: 0.2487
Agglomerative Parameters - n_clusters: 78, Linkage: single, File: set1.csv, ARI: 0.1692
Agglomerative Parameters - n_clusters: 79, Linkage: ward, File: set1.csv, ARI: 0.1370
Agglomerative Parameters - n_clusters: 79, Linkage: complete, File: set1.csv, ARI: 0.1631
Agglomerative Parameters - n_clusters: 79, Linkage: average, File: set1.csv, ARI: 0.2487
Agglomerative Parameters - n_clusters: 79, Linkage: single, File: set1.csv, ARI: 0.1702
Agglomerative Parameters - n_clusters: 80, Linkage: ward, File: set1.csv, ARI: 0.1372
Agglomerative Parameters - n_clusters: 80, Linkage: complete, File: set1.csv, ARI: 0.1631
Agglomerative Parameters - n_clusters: 80, Linkage: average, File: set1.csv, ARI: 0.2486
Agglomerative Parameters - n_clusters: 80, Linkage: single, File: set1.csv, ARI: 0.1701
Agglomerative Parameters - n_clusters: 81, Linkage: ward, File: set1.csv, ARI: 0.1366
Agglomerative Parameters - n_clusters: 81, Linkage: complete, File: set1.csv, ARI: 0.1805
Agglomerative Parameters - n_clusters: 81, Linkage: average, File: set1.csv, ARI: 0.2486
Agglomerative Parameters - n_clusters: 81, Linkage: single, File: set1.csv, ARI: 0.1701
Agglomerative Parameters - n_clusters: 82, Linkage: ward, File: set1.csv, ARI: 0.1366
Agglomerative Parameters - n_clusters: 82, Linkage: complete, File: set1.csv, ARI: 0.1804
Agglomerative Parameters - n_clusters: 82, Linkage: average, File: set1.csv, ARI: 0.2486
Agglomerative Parameters - n_clusters: 82, Linkage: single, File: set1.csv, ARI: 0.1701
Agglomerative Parameters - n_clusters: 83, Linkage: ward, File: set1.csv, ARI: 0.1343
Agglomerative Parameters - n_clusters: 83, Linkage: complete, File: set1.csv, ARI: 0.1804
Agglomerative Parameters - n_clusters: 83, Linkage: average, File: set1.csv, ARI: 0.2487
Agglomerative Parameters - n_clusters: 83, Linkage: single, File: set1.csv, ARI: 0.1701
Agglomerative Parameters - n_clusters: 84, Linkage: ward, File: set1.csv, ARI: 0.1320
Agglomerative Parameters - n_clusters: 84, Linkage: complete, File: set1.csv, ARI: 0.1800
Agglomerative Parameters - n_clusters: 84, Linkage: average, File: set1.csv, ARI: 0.2487
Agglomerative Parameters - n_clusters: 84, Linkage: single, File: set1.csv, ARI: 0.1702
Agglomerative Parameters - n_clusters: 85, Linkage: ward, File: set1.csv, ARI: 0.1319
Agglomerative Parameters - n_clusters: 85, Linkage: complete, File: set1.csv, ARI: 0.1791
Agglomerative Parameters - n_clusters: 85, Linkage: average, File: set1.csv, ARI: 0.2487
Agglomerative Parameters - n_clusters: 85, Linkage: single, File: set1.csv, ARI: 0.1701
Agglomerative Parameters - n_clusters: 86, Linkage: ward, File: set1.csv, ARI: 0.1316
Agglomerative Parameters - n_clusters: 86, Linkage: complete, File: set1.csv, ARI: 0.1775
Agglomerative Parameters - n_clusters: 86, Linkage: average, File: set1.csv, ARI: 0.2469
Agglomerative Parameters - n_clusters: 86, Linkage: single, File: set1.csv, ARI: 0.1822
Agglomerative Parameters - n_clusters: 87, Linkage: ward, File: set1.csv, ARI: 0.1316
Agglomerative Parameters - n_clusters: 87, Linkage: complete, File: set1.csv, ARI: 0.1658
Agglomerative Parameters - n_clusters: 87, Linkage: average, File: set1.csv, ARI: 0.2471
Agglomerative Parameters - n_clusters: 87, Linkage: single, File: set1.csv, ARI: 0.1822
Agglomerative Parameters - n_clusters: 88, Linkage: ward, File: set1.csv, ARI: 0.1309
Agglomerative Parameters - n_clusters: 88, Linkage: complete, File: set1.csv, ARI: 0.1658
Agglomerative Parameters - n_clusters: 88, Linkage: average, File: set1.csv, ARI: 0.2380
Agglomerative Parameters - n_clusters: 88, Linkage: single, File: set1.csv, ARI: 0.1822
Agglomerative Parameters - n_clusters: 89, Linkage: ward, File: set1.csv, ARI: 0.1301
Agglomerative Parameters - n_clusters: 89, Linkage: complete, File: set1.csv, ARI: 0.1660
Agglomerative Parameters - n_clusters: 89, Linkage: average, File: set1.csv, ARI: 0.2380
Agglomerative Parameters - n_clusters: 89, Linkage: single, File: set1.csv, ARI: 0.1822
Agglomerative Parameters - n_clusters: 90, Linkage: ward, File: set1.csv, ARI: 0.1302
Agglomerative Parameters - n_clusters: 90, Linkage: complete, File: set1.csv, ARI: 0.1659
Agglomerative Parameters - n_clusters: 90, Linkage: average, File: set1.csv, ARI: 0.2380
Agglomerative Parameters - n_clusters: 90, Linkage: single, File: set1.csv, ARI: 0.1822
Agglomerative Parameters - n_clusters: 91, Linkage: ward, File: set1.csv, ARI: 0.1271
Agglomerative Parameters - n_clusters: 91, Linkage: complete, File: set1.csv, ARI: 0.1659
Agglomerative Parameters - n_clusters: 91, Linkage: average, File: set1.csv, ARI: 0.2382
Agglomerative Parameters - n_clusters: 91, Linkage: single, File: set1.csv, ARI: 0.1822
Agglomerative Parameters - n_clusters: 92, Linkage: ward, File: set1.csv, ARI: 0.1244
Agglomerative Parameters - n_clusters: 92, Linkage: complete, File: set1.csv, ARI: 0.1660
Agglomerative Parameters - n_clusters: 92, Linkage: average, File: set1.csv, ARI: 0.2382
Agglomerative Parameters - n_clusters: 92, Linkage: single, File: set1.csv, ARI: 0.1822
Agglomerative Parameters - n_clusters: 93, Linkage: ward, File: set1.csv, ARI: 0.1232
Agglomerative Parameters - n_clusters: 93, Linkage: complete, File: set1.csv, ARI: 0.1657
Agglomerative Parameters - n_clusters: 93, Linkage: average, File: set1.csv, ARI: 0.2381
Agglomerative Parameters - n_clusters: 93, Linkage: single, File: set1.csv, ARI: 0.1862
Agglomerative Parameters - n_clusters: 94, Linkage: ward, File: set1.csv, ARI: 0.1232
Agglomerative Parameters - n_clusters: 94, Linkage: complete, File: set1.csv, ARI: 0.1657
Agglomerative Parameters - n_clusters: 94, Linkage: average, File: set1.csv, ARI: 0.2380
Agglomerative Parameters - n_clusters: 94, Linkage: single, File: set1.csv, ARI: 0.1864
Agglomerative Parameters - n_clusters: 95, Linkage: ward, File: set1.csv, ARI: 0.1196
Agglomerative Parameters - n_clusters: 95, Linkage: complete, File: set1.csv, ARI: 0.1649
Agglomerative Parameters - n_clusters: 95, Linkage: average, File: set1.csv, ARI: 0.2371
Agglomerative Parameters - n_clusters: 95, Linkage: single, File: set1.csv, ARI: 0.1864
Agglomerative Parameters - n_clusters: 96, Linkage: ward, File: set1.csv, ARI: 0.1197
Agglomerative Parameters - n_clusters: 96, Linkage: complete, File: set1.csv, ARI: 0.1672
Agglomerative Parameters - n_clusters: 96, Linkage: average, File: set1.csv, ARI: 0.2369
Agglomerative Parameters - n_clusters: 96, Linkage: single, File: set1.csv, ARI: 0.1864
Agglomerative Parameters - n_clusters: 97, Linkage: ward, File: set1.csv, ARI: 0.1195
Agglomerative Parameters - n_clusters: 97, Linkage: complete, File: set1.csv, ARI: 0.1673
Agglomerative Parameters - n_clusters: 97, Linkage: average, File: set1.csv, ARI: 0.2369
Agglomerative Parameters - n_clusters: 97, Linkage: single, File: set1.csv, ARI: 0.1864
Agglomerative Parameters - n_clusters: 98, Linkage: ward, File: set1.csv, ARI: 0.1173
Agglomerative Parameters - n_clusters: 98, Linkage: complete, File: set1.csv, ARI: 0.1656
Agglomerative Parameters - n_clusters: 98, Linkage: average, File: set1.csv, ARI: 0.2368
Agglomerative Parameters - n_clusters: 98, Linkage: single, File: set1.csv, ARI: 0.1864
Agglomerative Parameters - n_clusters: 99, Linkage: ward, File: set1.csv, ARI: 0.1151
Agglomerative Parameters - n_clusters: 99, Linkage: complete, File: set1.csv, ARI: 0.1656
Agglomerative Parameters - n_clusters: 99, Linkage: average, File: set1.csv, ARI: 0.2367
Agglomerative Parameters - n_clusters: 99, Linkage: single, File: set1.csv, ARI: 0.1864
Agglomerative Parameters - n_clusters: 2, Linkage: ward, File: set2.csv, ARI: 0.2937
Agglomerative Parameters - n_clusters: 2, Linkage: complete, File: set2.csv, ARI: 0.0641
Agglomerative Parameters - n_clusters: 2, Linkage: average, File: set2.csv, ARI: 0.0002
Agglomerative Parameters - n_clusters: 2, Linkage: single, File: set2.csv, ARI: 0.2408
Agglomerative Parameters - n_clusters: 3, Linkage: ward, File: set2.csv, ARI: 0.3705
Agglomerative Parameters - n_clusters: 3, Linkage: complete, File: set2.csv, ARI: 0.0632
Agglomerative Parameters - n_clusters: 3, Linkage: average, File: set2.csv, ARI: 0.0315
Agglomerative Parameters - n_clusters: 3, Linkage: single, File: set2.csv, ARI: 0.2649
Agglomerative Parameters - n_clusters: 4, Linkage: ward, File: set2.csv, ARI: 0.3848
Agglomerative Parameters - n_clusters: 4, Linkage: complete, File: set2.csv, ARI: 0.0939
Agglomerative Parameters - n_clusters: 4, Linkage: average, File: set2.csv, ARI: 0.0914
Agglomerative Parameters - n_clusters: 4, Linkage: single, File: set2.csv, ARI: 0.2653
Agglomerative Parameters - n_clusters: 5, Linkage: ward, File: set2.csv, ARI: 0.3894
Agglomerative Parameters - n_clusters: 5, Linkage: complete, File: set2.csv, ARI: 0.2495
Agglomerative Parameters - n_clusters: 5, Linkage: average, File: set2.csv, ARI: 0.0915
Agglomerative Parameters - n_clusters: 5, Linkage: single, File: set2.csv, ARI: 0.2652
Agglomerative Parameters - n_clusters: 6, Linkage: ward, File: set2.csv, ARI: 0.4835
Agglomerative Parameters - n_clusters: 6, Linkage: complete, File: set2.csv, ARI: 0.2499
Agglomerative Parameters - n_clusters: 6, Linkage: average, File: set2.csv, ARI: 0.3729
Agglomerative Parameters - n_clusters: 6, Linkage: single, File: set2.csv, ARI: 0.2701
Agglomerative Parameters - n_clusters: 7, Linkage: ward, File: set2.csv, ARI: 0.3529
Agglomerative Parameters - n_clusters: 7, Linkage: complete, File: set2.csv, ARI: 0.2493
Agglomerative Parameters - n_clusters: 7, Linkage: average, File: set2.csv, ARI: 0.4051
Agglomerative Parameters - n_clusters: 7, Linkage: single, File: set2.csv, ARI: 0.2832
Agglomerative Parameters - n_clusters: 8, Linkage: ward, File: set2.csv, ARI: 0.3773
Agglomerative Parameters - n_clusters: 8, Linkage: complete, File: set2.csv, ARI: 0.2988
Agglomerative Parameters - n_clusters: 8, Linkage: average, File: set2.csv, ARI: 0.4065
Agglomerative Parameters - n_clusters: 8, Linkage: single, File: set2.csv, ARI: 0.3663
Agglomerative Parameters - n_clusters: 9, Linkage: ward, File: set2.csv, ARI: 0.3802
Agglomerative Parameters - n_clusters: 9, Linkage: complete, File: set2.csv, ARI: 0.2417
Agglomerative Parameters - n_clusters: 9, Linkage: average, File: set2.csv, ARI: 0.4091
Agglomerative Parameters - n_clusters: 9, Linkage: single, File: set2.csv, ARI: 0.3676
Agglomerative Parameters - n_clusters: 10, Linkage: ward, File: set2.csv, ARI: 0.3964
Agglomerative Parameters - n_clusters: 10, Linkage: complete, File: set2.csv, ARI: 0.2423
Agglomerative Parameters - n_clusters: 10, Linkage: average, File: set2.csv, ARI: 0.4092
Agglomerative Parameters - n_clusters: 10, Linkage: single, File: set2.csv, ARI: 0.3735
Agglomerative Parameters - n_clusters: 11, Linkage: ward, File: set2.csv, ARI: 0.4270
Agglomerative Parameters - n_clusters: 11, Linkage: complete, File: set2.csv, ARI: 0.2593
Agglomerative Parameters - n_clusters: 11, Linkage: average, File: set2.csv, ARI: 0.4419
Agglomerative Parameters - n_clusters: 11, Linkage: single, File: set2.csv, ARI: 0.3739
Agglomerative Parameters - n_clusters: 12, Linkage: ward, File: set2.csv, ARI: 0.4308
Agglomerative Parameters - n_clusters: 12, Linkage: complete, File: set2.csv, ARI: 0.2569
Agglomerative Parameters - n_clusters: 12, Linkage: average, File: set2.csv, ARI: 0.5243
Agglomerative Parameters - n_clusters: 12, Linkage: single, File: set2.csv, ARI: 0.3739
Agglomerative Parameters - n_clusters: 13, Linkage: ward, File: set2.csv, ARI: 0.4425
Agglomerative Parameters - n_clusters: 13, Linkage: complete, File: set2.csv, ARI: 0.2577
Agglomerative Parameters - n_clusters: 13, Linkage: average, File: set2.csv, ARI: 0.5214
Agglomerative Parameters - n_clusters: 13, Linkage: single, File: set2.csv, ARI: 0.4173
Agglomerative Parameters - n_clusters: 14, Linkage: ward, File: set2.csv, ARI: 0.4524
Agglomerative Parameters - n_clusters: 14, Linkage: complete, File: set2.csv, ARI: 0.3242
Agglomerative Parameters - n_clusters: 14, Linkage: average, File: set2.csv, ARI: 0.5214
Agglomerative Parameters - n_clusters: 14, Linkage: single, File: set2.csv, ARI: 0.5651
Agglomerative Parameters - n_clusters: 15, Linkage: ward, File: set2.csv, ARI: 0.4007
Agglomerative Parameters - n_clusters: 15, Linkage: complete, File: set2.csv, ARI: 0.3240
Agglomerative Parameters - n_clusters: 15, Linkage: average, File: set2.csv, ARI: 0.5222
Agglomerative Parameters - n_clusters: 15, Linkage: single, File: set2.csv, ARI: 0.5650
Agglomerative Parameters - n_clusters: 16, Linkage: ward, File: set2.csv, ARI: 0.3736
Agglomerative Parameters - n_clusters: 16, Linkage: complete, File: set2.csv, ARI: 0.3239
Agglomerative Parameters - n_clusters: 16, Linkage: average, File: set2.csv, ARI: 0.5227
Agglomerative Parameters - n_clusters: 16, Linkage: single, File: set2.csv, ARI: 0.5648
Agglomerative Parameters - n_clusters: 17, Linkage: ward, File: set2.csv, ARI: 0.3584
Agglomerative Parameters - n_clusters: 17, Linkage: complete, File: set2.csv, ARI: 0.3239
Agglomerative Parameters - n_clusters: 17, Linkage: average, File: set2.csv, ARI: 0.5278
Agglomerative Parameters - n_clusters: 17, Linkage: single, File: set2.csv, ARI: 0.5646
Agglomerative Parameters - n_clusters: 18, Linkage: ward, File: set2.csv, ARI: 0.3537
Agglomerative Parameters - n_clusters: 18, Linkage: complete, File: set2.csv, ARI: 0.3230
Agglomerative Parameters - n_clusters: 18, Linkage: average, File: set2.csv, ARI: 0.5270
Agglomerative Parameters - n_clusters: 18, Linkage: single, File: set2.csv, ARI: 0.5646
Agglomerative Parameters - n_clusters: 19, Linkage: ward, File: set2.csv, ARI: 0.3340
Agglomerative Parameters - n_clusters: 19, Linkage: complete, File: set2.csv, ARI: 0.3319
Agglomerative Parameters - n_clusters: 19, Linkage: average, File: set2.csv, ARI: 0.3874
Agglomerative Parameters - n_clusters: 19, Linkage: single, File: set2.csv, ARI: 0.5646
Agglomerative Parameters - n_clusters: 20, Linkage: ward, File: set2.csv, ARI: 0.2964
Agglomerative Parameters - n_clusters: 20, Linkage: complete, File: set2.csv, ARI: 0.3351
Agglomerative Parameters - n_clusters: 20, Linkage: average, File: set2.csv, ARI: 0.3873
Agglomerative Parameters - n_clusters: 20, Linkage: single, File: set2.csv, ARI: 0.5646
Agglomerative Parameters - n_clusters: 21, Linkage: ward, File: set2.csv, ARI: 0.2962
Agglomerative Parameters - n_clusters: 21, Linkage: complete, File: set2.csv, ARI: 0.3344
Agglomerative Parameters - n_clusters: 21, Linkage: average, File: set2.csv, ARI: 0.4471
Agglomerative Parameters - n_clusters: 21, Linkage: single, File: set2.csv, ARI: 0.5645
Agglomerative Parameters - n_clusters: 22, Linkage: ward, File: set2.csv, ARI: 0.2879
Agglomerative Parameters - n_clusters: 22, Linkage: complete, File: set2.csv, ARI: 0.3634
Agglomerative Parameters - n_clusters: 22, Linkage: average, File: set2.csv, ARI: 0.4463
Agglomerative Parameters - n_clusters: 22, Linkage: single, File: set2.csv, ARI: 0.5635
Agglomerative Parameters - n_clusters: 23, Linkage: ward, File: set2.csv, ARI: 0.2887
Agglomerative Parameters - n_clusters: 23, Linkage: complete, File: set2.csv, ARI: 0.3635
Agglomerative Parameters - n_clusters: 23, Linkage: average, File: set2.csv, ARI: 0.4461
Agglomerative Parameters - n_clusters: 23, Linkage: single, File: set2.csv, ARI: 0.5635
Agglomerative Parameters - n_clusters: 24, Linkage: ward, File: set2.csv, ARI: 0.2871
Agglomerative Parameters - n_clusters: 24, Linkage: complete, File: set2.csv, ARI: 0.3633
Agglomerative Parameters - n_clusters: 24, Linkage: average, File: set2.csv, ARI: 0.4452
Agglomerative Parameters - n_clusters: 24, Linkage: single, File: set2.csv, ARI: 0.5631
Agglomerative Parameters - n_clusters: 25, Linkage: ward, File: set2.csv, ARI: 0.2858
Agglomerative Parameters - n_clusters: 25, Linkage: complete, File: set2.csv, ARI: 0.3633
Agglomerative Parameters - n_clusters: 25, Linkage: average, File: set2.csv, ARI: 0.4566
Agglomerative Parameters - n_clusters: 25, Linkage: single, File: set2.csv, ARI: 0.5628
Agglomerative Parameters - n_clusters: 26, Linkage: ward, File: set2.csv, ARI: 0.2966
Agglomerative Parameters - n_clusters: 26, Linkage: complete, File: set2.csv, ARI: 0.3636
Agglomerative Parameters - n_clusters: 26, Linkage: average, File: set2.csv, ARI: 0.4561
Agglomerative Parameters - n_clusters: 26, Linkage: single, File: set2.csv, ARI: 0.5618
Agglomerative Parameters - n_clusters: 27, Linkage: ward, File: set2.csv, ARI: 0.3038
Agglomerative Parameters - n_clusters: 27, Linkage: complete, File: set2.csv, ARI: 0.3633
Agglomerative Parameters - n_clusters: 27, Linkage: average, File: set2.csv, ARI: 0.4570
Agglomerative Parameters - n_clusters: 27, Linkage: single, File: set2.csv, ARI: 0.5618
Agglomerative Parameters - n_clusters: 28, Linkage: ward, File: set2.csv, ARI: 0.3145
Agglomerative Parameters - n_clusters: 28, Linkage: complete, File: set2.csv, ARI: 0.3639
Agglomerative Parameters - n_clusters: 28, Linkage: average, File: set2.csv, ARI: 0.4570
Agglomerative Parameters - n_clusters: 28, Linkage: single, File: set2.csv, ARI: 0.5603
Agglomerative Parameters - n_clusters: 29, Linkage: ward, File: set2.csv, ARI: 0.3227
Agglomerative Parameters - n_clusters: 29, Linkage: complete, File: set2.csv, ARI: 0.3637
Agglomerative Parameters - n_clusters: 29, Linkage: average, File: set2.csv, ARI: 0.4564
Agglomerative Parameters - n_clusters: 29, Linkage: single, File: set2.csv, ARI: 0.5603
Agglomerative Parameters - n_clusters: 30, Linkage: ward, File: set2.csv, ARI: 0.3217
Agglomerative Parameters - n_clusters: 30, Linkage: complete, File: set2.csv, ARI: 0.3086
Agglomerative Parameters - n_clusters: 30, Linkage: average, File: set2.csv, ARI: 0.4563
Agglomerative Parameters - n_clusters: 30, Linkage: single, File: set2.csv, ARI: 0.5603
Agglomerative Parameters - n_clusters: 31, Linkage: ward, File: set2.csv, ARI: 0.3218
Agglomerative Parameters - n_clusters: 31, Linkage: complete, File: set2.csv, ARI: 0.3240
Agglomerative Parameters - n_clusters: 31, Linkage: average, File: set2.csv, ARI: 0.4563
Agglomerative Parameters - n_clusters: 31, Linkage: single, File: set2.csv, ARI: 0.5603
Agglomerative Parameters - n_clusters: 32, Linkage: ward, File: set2.csv, ARI: 0.3212
Agglomerative Parameters - n_clusters: 32, Linkage: complete, File: set2.csv, ARI: 0.3278
Agglomerative Parameters - n_clusters: 32, Linkage: average, File: set2.csv, ARI: 0.4583
Agglomerative Parameters - n_clusters: 32, Linkage: single, File: set2.csv, ARI: 0.5603
Agglomerative Parameters - n_clusters: 33, Linkage: ward, File: set2.csv, ARI: 0.2996
Agglomerative Parameters - n_clusters: 33, Linkage: complete, File: set2.csv, ARI: 0.3274
Agglomerative Parameters - n_clusters: 33, Linkage: average, File: set2.csv, ARI: 0.4443
Agglomerative Parameters - n_clusters: 33, Linkage: single, File: set2.csv, ARI: 0.5583
Agglomerative Parameters - n_clusters: 34, Linkage: ward, File: set2.csv, ARI: 0.2929
Agglomerative Parameters - n_clusters: 34, Linkage: complete, File: set2.csv, ARI: 0.3270
Agglomerative Parameters - n_clusters: 34, Linkage: average, File: set2.csv, ARI: 0.4441
Agglomerative Parameters - n_clusters: 34, Linkage: single, File: set2.csv, ARI: 0.5583
Agglomerative Parameters - n_clusters: 35, Linkage: ward, File: set2.csv, ARI: 0.2926
Agglomerative Parameters - n_clusters: 35, Linkage: complete, File: set2.csv, ARI: 0.3107
Agglomerative Parameters - n_clusters: 35, Linkage: average, File: set2.csv, ARI: 0.4440
Agglomerative Parameters - n_clusters: 35, Linkage: single, File: set2.csv, ARI: 0.5583
Agglomerative Parameters - n_clusters: 36, Linkage: ward, File: set2.csv, ARI: 0.2916
Agglomerative Parameters - n_clusters: 36, Linkage: complete, File: set2.csv, ARI: 0.3107
Agglomerative Parameters - n_clusters: 36, Linkage: average, File: set2.csv, ARI: 0.4436
Agglomerative Parameters - n_clusters: 36, Linkage: single, File: set2.csv, ARI: 0.5583
Agglomerative Parameters - n_clusters: 37, Linkage: ward, File: set2.csv, ARI: 0.2814
Agglomerative Parameters - n_clusters: 37, Linkage: complete, File: set2.csv, ARI: 0.3102
Agglomerative Parameters - n_clusters: 37, Linkage: average, File: set2.csv, ARI: 0.4430
Agglomerative Parameters - n_clusters: 37, Linkage: single, File: set2.csv, ARI: 0.5583
Agglomerative Parameters - n_clusters: 38, Linkage: ward, File: set2.csv, ARI: 0.2758
Agglomerative Parameters - n_clusters: 38, Linkage: complete, File: set2.csv, ARI: 0.3100
Agglomerative Parameters - n_clusters: 38, Linkage: average, File: set2.csv, ARI: 0.4337
Agglomerative Parameters - n_clusters: 38, Linkage: single, File: set2.csv, ARI: 0.7260
Agglomerative Parameters - n_clusters: 39, Linkage: ward, File: set2.csv, ARI: 0.2600
Agglomerative Parameters - n_clusters: 39, Linkage: complete, File: set2.csv, ARI: 0.3100
Agglomerative Parameters - n_clusters: 39, Linkage: average, File: set2.csv, ARI: 0.4336
Agglomerative Parameters - n_clusters: 39, Linkage: single, File: set2.csv, ARI: 0.7258
Agglomerative Parameters - n_clusters: 40, Linkage: ward, File: set2.csv, ARI: 0.2565
Agglomerative Parameters - n_clusters: 40, Linkage: complete, File: set2.csv, ARI: 0.3100
Agglomerative Parameters - n_clusters: 40, Linkage: average, File: set2.csv, ARI: 0.4134
Agglomerative Parameters - n_clusters: 40, Linkage: single, File: set2.csv, ARI: 0.7258
Agglomerative Parameters - n_clusters: 41, Linkage: ward, File: set2.csv, ARI: 0.2559
Agglomerative Parameters - n_clusters: 41, Linkage: complete, File: set2.csv, ARI: 0.2735
Agglomerative Parameters - n_clusters: 41, Linkage: average, File: set2.csv, ARI: 0.4134
Agglomerative Parameters - n_clusters: 41, Linkage: single, File: set2.csv, ARI: 0.7258
Agglomerative Parameters - n_clusters: 42, Linkage: ward, File: set2.csv, ARI: 0.2557
Agglomerative Parameters - n_clusters: 42, Linkage: complete, File: set2.csv, ARI: 0.2737
Agglomerative Parameters - n_clusters: 42, Linkage: average, File: set2.csv, ARI: 0.3584
Agglomerative Parameters - n_clusters: 42, Linkage: single, File: set2.csv, ARI: 0.7252
Agglomerative Parameters - n_clusters: 43, Linkage: ward, File: set2.csv, ARI: 0.2554
Agglomerative Parameters - n_clusters: 43, Linkage: complete, File: set2.csv, ARI: 0.2736
Agglomerative Parameters - n_clusters: 43, Linkage: average, File: set2.csv, ARI: 0.3583
Agglomerative Parameters - n_clusters: 43, Linkage: single, File: set2.csv, ARI: 0.7253
Agglomerative Parameters - n_clusters: 44, Linkage: ward, File: set2.csv, ARI: 0.2550
Agglomerative Parameters - n_clusters: 44, Linkage: complete, File: set2.csv, ARI: 0.2667
Agglomerative Parameters - n_clusters: 44, Linkage: average, File: set2.csv, ARI: 0.3578
Agglomerative Parameters - n_clusters: 44, Linkage: single, File: set2.csv, ARI: 0.7252
Agglomerative Parameters - n_clusters: 45, Linkage: ward, File: set2.csv, ARI: 0.2444
Agglomerative Parameters - n_clusters: 45, Linkage: complete, File: set2.csv, ARI: 0.2715
Agglomerative Parameters - n_clusters: 45, Linkage: average, File: set2.csv, ARI: 0.3578
Agglomerative Parameters - n_clusters: 45, Linkage: single, File: set2.csv, ARI: 0.7252
Agglomerative Parameters - n_clusters: 46, Linkage: ward, File: set2.csv, ARI: 0.2349
Agglomerative Parameters - n_clusters: 46, Linkage: complete, File: set2.csv, ARI: 0.2739
Agglomerative Parameters - n_clusters: 46, Linkage: average, File: set2.csv, ARI: 0.3510
Agglomerative Parameters - n_clusters: 46, Linkage: single, File: set2.csv, ARI: 0.7251
Agglomerative Parameters - n_clusters: 47, Linkage: ward, File: set2.csv, ARI: 0.2222
Agglomerative Parameters - n_clusters: 47, Linkage: complete, File: set2.csv, ARI: 0.2708
Agglomerative Parameters - n_clusters: 47, Linkage: average, File: set2.csv, ARI: 0.3507
Agglomerative Parameters - n_clusters: 47, Linkage: single, File: set2.csv, ARI: 0.7251
Agglomerative Parameters - n_clusters: 48, Linkage: ward, File: set2.csv, ARI: 0.2204
Agglomerative Parameters - n_clusters: 48, Linkage: complete, File: set2.csv, ARI: 0.2708
Agglomerative Parameters - n_clusters: 48, Linkage: average, File: set2.csv, ARI: 0.3503
Agglomerative Parameters - n_clusters: 48, Linkage: single, File: set2.csv, ARI: 0.7251
Agglomerative Parameters - n_clusters: 49, Linkage: ward, File: set2.csv, ARI: 0.2167
Agglomerative Parameters - n_clusters: 49, Linkage: complete, File: set2.csv, ARI: 0.2707
Agglomerative Parameters - n_clusters: 49, Linkage: average, File: set2.csv, ARI: 0.3503
Agglomerative Parameters - n_clusters: 49, Linkage: single, File: set2.csv, ARI: 0.7237
Agglomerative Parameters - n_clusters: 50, Linkage: ward, File: set2.csv, ARI: 0.2071
Agglomerative Parameters - n_clusters: 50, Linkage: complete, File: set2.csv, ARI: 0.2705
Agglomerative Parameters - n_clusters: 50, Linkage: average, File: set2.csv, ARI: 0.3503
Agglomerative Parameters - n_clusters: 50, Linkage: single, File: set2.csv, ARI: 0.7237
Agglomerative Parameters - n_clusters: 51, Linkage: ward, File: set2.csv, ARI: 0.2070
Agglomerative Parameters - n_clusters: 51, Linkage: complete, File: set2.csv, ARI: 0.2705
Agglomerative Parameters - n_clusters: 51, Linkage: average, File: set2.csv, ARI: 0.3502
Agglomerative Parameters - n_clusters: 51, Linkage: single, File: set2.csv, ARI: 0.7237
Agglomerative Parameters - n_clusters: 52, Linkage: ward, File: set2.csv, ARI: 0.2035
Agglomerative Parameters - n_clusters: 52, Linkage: complete, File: set2.csv, ARI: 0.2702
Agglomerative Parameters - n_clusters: 52, Linkage: average, File: set2.csv, ARI: 0.3501
Agglomerative Parameters - n_clusters: 52, Linkage: single, File: set2.csv, ARI: 0.7235
Agglomerative Parameters - n_clusters: 53, Linkage: ward, File: set2.csv, ARI: 0.2034
Agglomerative Parameters - n_clusters: 53, Linkage: complete, File: set2.csv, ARI: 0.2700
Agglomerative Parameters - n_clusters: 53, Linkage: average, File: set2.csv, ARI: 0.3501
Agglomerative Parameters - n_clusters: 53, Linkage: single, File: set2.csv, ARI: 0.7235
Agglomerative Parameters - n_clusters: 54, Linkage: ward, File: set2.csv, ARI: 0.1981
Agglomerative Parameters - n_clusters: 54, Linkage: complete, File: set2.csv, ARI: 0.2583
Agglomerative Parameters - n_clusters: 54, Linkage: average, File: set2.csv, ARI: 0.3501
Agglomerative Parameters - n_clusters: 54, Linkage: single, File: set2.csv, ARI: 0.7236
Agglomerative Parameters - n_clusters: 55, Linkage: ward, File: set2.csv, ARI: 0.1977
Agglomerative Parameters - n_clusters: 55, Linkage: complete, File: set2.csv, ARI: 0.2582
Agglomerative Parameters - n_clusters: 55, Linkage: average, File: set2.csv, ARI: 0.3501
Agglomerative Parameters - n_clusters: 55, Linkage: single, File: set2.csv, ARI: 0.7236
Agglomerative Parameters - n_clusters: 56, Linkage: ward, File: set2.csv, ARI: 0.1976
